"","logFC","AveExpr","t","P.Value","adj.P.Val","B","X","UNIPROT"
"P11233",1.37544515760148,26.2000988973618,6.87066754155557,0.000580142916662363,0.00267236045654046,-0.0049314861826808,"P11233","P11233"
"Q9UK41",-1.77412783641017,23.5108027914492,-6.80949180768992,0.000607568224487681,0.00278388403389594,-0.056517860322181,"Q9UK41","Q9UK41"
"P63241;Q6IS14",1.54277880139349,23.8966050628408,6.6718204524066,0.000674960010693252,0.00307639668031766,-0.174049561806106,"P63241;Q6IS14","P63241"
"Q12792",-1.46272632617664,22.1832184227136,-6.59327406513686,0.000717270291326589,0.00325212603292579,-0.242014325782001,"Q12792","Q12792"
"P08134;P62745",1.27506274532785,26.046362047357,6.5487652665178,0.000742603955300052,0.00334945325671794,-0.2808247021976,"P08134;P62745","P08134"
"P49327",-0.928814254305554,24.6324463544417,-6.46394734464866,0.00079380021555348,0.00356181858377883,-0.355387240817749,"P49327","P49327"
"P61224;A6NIZ1",3.76610998831484,23.1944320384088,6.41819336094367,0.000823105434090593,0.00366027810681125,-0.395941401777034,"P61224;A6NIZ1","P61224"
"P14625",1.29117170995081,23.7829107035116,6.41652626204377,0.000824196571395142,0.00366027810681125,-0.397423471676562,"P14625","P14625"
"P67809",1.01635589148596,23.1663493663379,6.39441411925849,0.000838828438332722,0.00368134428070063,-0.417111022570015,"P67809","P67809"
"O00560",-1.01343853224907,26.5785377643496,-6.39239664929038,0.000840178292339266,0.00368134428070063,-0.418910022440646,"O00560","O00560"
"P23528",1.08753009426028,28.7843342370448,6.39013719286382,0.00084169303415557,0.00368134428070063,-0.420925350042239,"P23528","P23528"
"Q9Y490",1.90736767229088,25.6648025421901,6.36939401469863,0.000855747649690536,0.00372400735995982,-0.439454266593138,"Q9Y490","Q9Y490"
"Q6ZN28",-3.01159595252589,22.6183045714965,-6.35288331303847,0.000867128438590237,0.00374656242622548,-0.45423738205154,"Q6ZN28","Q6ZN28"
"O75368",-2.15951794099873,22.417931506427,-6.34935486687505,0.000869583195925313,0.00374656242622548,-0.457400650238103,"O75368","O75368"
"Q9Y446",-1.90186010773075,22.7597429146643,-6.30259931390644,0.000902880707919204,0.00385265295329391,-0.499451373716998,"Q9Y446","Q9Y446"
"P29508",-5.17847239742505,23.3954256312489,-6.30229175562081,0.000903104560645108,0.00385265295329391,-0.499728812052028,"P29508","P29508"
"Q9H4M9;Q9NZN3",0.947937239872385,25.3016690726332,6.27776982724718,0.000921160503344071,0.00390609242535779,-0.521884243483753,"Q9H4M9;Q9NZN3","Q9H4M9"
"P26447",0.903806202112346,26.1743141253753,6.271556113127,0.000925801712635895,0.00390609242535779,-0.527509298686981,"P26447","P26447"
"P06744;CON__Q3ZBD7;Q8N196",-0.94839212410718,25.3041648958208,-6.26707856091792,0.000929162863306819,0.00390609242535779,-0.531565430422528,"P06744;CON__Q3ZBD7;Q8N196","P06744"
"P50995;P27216",-1.52487979812832,24.4506163448121,-6.22760630575942,0.000959410579014053,0.00401376599722788,-0.567423021756019,"P50995;P27216","P50995"
"Q8TE68",-3.03154973707218,23.0741354804193,-6.19449782585747,0.000985660233016207,0.00407480210604387,-0.597639317326994,"Q8TE68","Q8TE68"
"Q9H299",-3.15300437132872,22.2434815909816,-6.1941687653047,0.000985925251700733,0.00407480210604387,-0.597940275366008,"Q9H299","Q9H299"
"P61160",-1.14803882497036,24.7906514663451,-6.19145254326954,0.000988115984144588,0.00407480210604387,-0.600425009953526,"P61160","P61160"
"P48594",-2.99262581346491,22.1041189601944,-6.18555950992967,0.000992888266291814,0.00407507696023086,-0.605818785584486,"P48594","P48594"
"P30740",-0.88179041792581,25.277537654353,-6.17638869375018,0.00100036793626812,0.00408640864532164,-0.614220747264778,"P30740","P30740"
"P05120",-2.13993955443394,22.1829784633537,-6.16519574663107,0.00100958507832502,0.00410469801797874,-0.62448869017747,"P05120","P05120"
"P31151;Q86SG5",-2.57574913738886,22.3760825086968,-6.13796848938448,0.00103241797004846,0.00417791571056993,-0.649527419221054,"P31151;Q86SG5","P31151"
"P61006",1.28727572311664,22.152760813812,6.10648151710809,0.001059569318563,0.0042667087774112,-0.678592743805391,"P61006","P61006"
"P31431",3.50413506464376,23.6094148904596,6.1011886882183,0.00106421373662912,0.0042667087774112,-0.683490053797255,"P31431","P31431"
"P05023;P13637;P50993;Q13733;P20648;P54707",0.890282980276272,27.4958749662837,6.0862009563294,0.00107749322279615,0.00430004207807129,-0.697375881834187,"P05023;P13637;P50993;Q13733;P20648;P54707","P05023"
"P46940",-0.887199912815486,26.1154623770329,-6.07294023891629,0.00108940201480883,0.00431162535548317,-0.709684002706497,"P46940","P46940"
"P62195",1.30342562593783,21.6169107757854,6.07188818092616,0.001090353294285,0.00431162535548317,-0.710661384505095,"P62195","P62195"
"Q16270",3.2588328664829,21.929659689305,5.93055232698744,0.0012273140020312,0.00483115420799556,-0.843178083000387,"Q16270","Q16270"
"P27105",-5.99461058132844,24.7576371537485,-5.83444777008718,0.00133178203618027,0.00521865720964756,-0.934680398004963,"P27105","P27105"
"P26038;REV__Q9H446",0.933943641880862,27.3379363109167,5.75423796421149,0.00142686103152968,0.00556604348335451,-1.0119292305903,"P26038;REV__Q9H446","P26038"
"O00410",1.5953758440252,24.9660362029634,5.7373814886133,0.00144782212489794,0.00562248412628529,-1.02826638475536,"O00410","O00410"
"P07384",-0.987212905950585,24.0613552868048,-5.71716997504036,0.00147342374907447,0.00569636145847539,-1.04790265994346,"P07384","P07384"
"Q9UIW2",2.54195183346754,22.9762819467446,5.70067924754075,0.00149469845819359,0.00571747170574287,-1.06396249058148,"Q9UIW2","Q9UIW2"
"Q14738;Q13362",2.49253126521809,22.2311991499806,5.69304682315583,0.00150466448888995,0.00571747170574287,-1.07140720621083,"Q14738;Q13362","Q14738"
"O14908",-1.56845826844762,23.7460082163124,-5.6928565660281,0.00150491389118082,0.00571747170574287,-1.07159287912894,"O14908","O14908"
"Q16651",-2.61070473275678,22.2067714133893,-5.69256759789775,0.00150529278165055,0.00571747170574287,-1.07187489346034,"Q16651","Q16651"
"P05114",1.91262759668573,20.2151072080155,5.67800201698558,0.00152453380753839,0.0057315828310945,-1.08610377810717,"P05114","P05114"
"P0DMV9;P0DMV8",-0.834848065966536,26.2628335910282,-5.67746376589637,0.00152525023236942,0.0057315828310945,-1.08663010651025,"P0DMV9;P0DMV8","P0DMV9"
"P13726",1.02476178931097,25.8013327461391,5.67475367043976,0.00152886331868687,0.0057315828310945,-1.08928073427783,"P13726","P13726"
"P21980",3.793797050836,24.0448893444351,5.66076658253662,0.00154766799507337,0.0057770710505756,-1.102975854967,"P21980","P21980"
"P30085",-2.20319996585921,22.143353685342,-5.63547415852007,0.00158235111571484,0.00586310109449115,-1.12780407397277,"P30085","P30085"
"P02545;P20700;Q03252",-2.1926454021262,26.0488617664144,-5.63410356850716,0.00158425595393872,0.00586310109449115,-1.12915185907413,"P02545;P20700;Q03252","P02545"
"P47756",-0.980517776085733,24.4230849667831,-5.60459726028904,0.00162590966790531,0.00599165009534466,-1.15822599212467,"P47756","P47756"
"Q14019",2.52745584301469,23.0071461042689,5.54204243927298,0.0017184490253936,0.00630583413555447,-1.22023798044153,"Q14019","Q14019"
"Q96G03",-2.29169646451668,22.2430498531201,-5.48539845505486,0.00180749486433484,0.00660460148740071,-1.27683173482373,"Q96G03","Q96G03"
"P60033",0.81058885282242,27.0785110820762,5.46955834937375,0.00183333586012399,0.00667087754145956,-1.29273338090558,"P60033","P60033"
"P06733;P13929",0.807804073642213,28.8621834856164,5.45807383639958,0.00185233656971068,0.00671181367937009,-1.30428326333394,"P06733;P13929","P06733"
"P63244",-0.877300119617907,23.2890340168245,-5.42353574106102,0.00191085474354611,0.00689500086629556,-1.33912339922168,"P63244","P63244"
"P23381",1.70922486673745,23.0472206102242,5.41622962195908,0.00192350373901255,0.00691184331114052,-1.34651374950859,"P23381","P23381"
"Q9H0E2",-2.36372272481841,22.0907632117289,-5.40921939724238,0.0019357308362059,0.00692703679402605,-1.35361148761065,"Q9H0E2","Q9H0E2"
"P52907",-0.861644109617917,25.5178898636943,-5.40042262252568,0.00195120034713089,0.00695366049635946,-1.3625273634477,"P52907","P52907"
"P55268",2.97025364331254,23.9040076998834,5.39330021843999,0.00196382934908106,0.00696998449304999,-1.36975377908151,"P55268","P55268"
"P18621",-1.09641477885842,23.0457561266181,-5.35442232632488,0.0020344400779686,0.00719112288784001,-1.40931931932827,"P18621","P18621"
"Q16543",1.73561588186859,24.611462676827,5.34278737819025,0.00205613457413417,0.00723826236260241,-1.42119957694405,"Q16543","Q16543"
"P55735",-1.02399556860676,21.492868329527,-5.32420361168712,0.00209133833501402,0.00733238460778195,-1.44021305371299,"P55735","P55735"
"P43487",1.53359005023639,22.0186797913337,5.24450578134615,0.00225035980110691,0.00785811124096202,-1.5222851775791,"P43487","P43487"
"P08865;A0A8I5KQE6",-0.80764046572278,23.1778151276529,-5.23082178814846,0.00227903541718061,0.00792628382039521,-1.53646401568886,"P08865;A0A8I5KQE6","P08865"
"P52209",-1.4741839629141,24.8228374858687,-5.19401348425417,0.0023582694236994,0.00816904528369471,-1.57473100354379,"P52209","P52209"
"Q9NY35",1.85291871971446,22.3825050456853,5.17195383593441,0.00240726547243826,0.00830554541486667,-1.59775433470562,"Q9NY35","Q9NY35"
"Q14699",3.26928502385803,23.2957455186628,5.148529381588,0.00246057300687805,0.00845577866649362,-1.62227579290524,"Q14699","Q14699"
"P08571",-4.40506293340768,24.2693957715924,-5.13740480783158,0.00248636175898214,0.00851062957817601,-1.63394800478477,"P08571","P08571"
"P13987",-0.815784329373439,28.5507713833189,-5.13272339696054,0.00249730647091475,0.00851443859768571,-1.63886501259816,"P13987","P13987"
"Q71U36;P0DPH8;P0DPH7;Q6PEY2;A6NHL2",2.03928735792322,22.2513197784974,5.11226565811129,0.00254578615077749,0.00863742369297787,-1.66038810417619,"Q71U36;P0DPH8;P0DPH7;Q6PEY2;A6NHL2","Q71U36"
"P06748",3.31134523684286,22.7762003974984,5.10731088394645,0.0025576891178416,0.00863742369297787,-1.66560967804126,"P06748","P06748"
"Q9H9H4",-2.93138596721826,24.3841060406753,-5.10498437387234,0.00256330010288142,0.00863742369297787,-1.66806264589149,"Q9H9H4","Q9H9H4"
"Q9Y5Z4",-3.28076916330406,23.5938147332964,-5.09547223935306,0.00258638804044772,0.00868144202723926,-1.6780996786732,"Q9Y5Z4","Q9Y5Z4"
"P55072",0.798488424884543,24.9441155105042,5.07000313345285,0.00264938707194262,0.00885856835637958,-1.70503655018098,"P55072","P55072"
"P00749",-1.06588444544771,24.275926234911,-5.05338830972854,0.00269143027638119,0.00896453315133121,-1.72265790546562,"P00749","P00749"
"P61978",-0.824721379522902,22.754402771894,-5.04619800940165,0.00270986119445828,0.00899134020843245,-1.73029582593548,"P61978","P61978"
"Q9BQE3",2.73274317240331,23.0355250655004,5.02600057649844,0.0027624101074031,0.00913071432446978,-1.75178956802133,"Q9BQE3","Q9BQE3"
"P09382",5.07967489700933,25.6223757657555,4.97006003805771,0.00291414123253826,0.00959561333603854,-1.81162149069613,"P09382","P09382"
"Q14847",1.32783567992626,22.8951472769551,4.94546133877406,0.00298386002398538,0.0097879650786793,-1.83807197217317,"Q14847","Q14847"
"P43490",4.1381140931866,24.2853072408163,4.92205623705732,0.00305196945658276,0.00997360584679497,-1.86331910366254,"P43490","P43490"
"Q03169",-2.74092572674688,23.2195285797458,-4.9141929615593,0.00307524886401481,0.0100119004369805,-1.87181880498568,"Q03169","Q03169"
"P68371;Q9BVA1;Q13885",0.695485230417837,27.1674078156442,4.88864012419419,0.0031523101053518,0.0102243466338377,-1.89950095824354,"P68371;Q9BVA1;Q13885","P68371"
"P68104;Q5VTE0;Q05639",0.757312840740237,28.6079957392811,4.85840740274803,0.0032463466759482,0.0104778376299757,-1.93237407924265,"P68104;Q5VTE0;Q05639","P68104"
"P35326;P35325;P22532;P22531;Q9BYE4;Q96RM1",-1.5228150309117,21.5347177386958,-4.8557818544054,0.00325466318991163,0.0104778376299757,-1.93523514140676,"P35326;P35325;P22532;P22531;Q9BYE4;Q96RM1","P35326"
"P12532;P17540",-4.50149057966602,24.7265713759716,-4.85175840421022,0.0032674548131371,0.0104800587710249,-1.93962142662498,"P12532;P17540","P12532"
"Q96EY5",-2.06232104668,23.4743764242549,-4.84336878457043,0.00329431257150438,0.0105272128668738,-1.94877513358416,"Q96EY5","Q96EY5"
"P21291",2.17316518368298,21.9851724938747,4.82892810031351,0.00334113358833465,0.0106375797334478,-1.96455480995937,"P21291","P21291"
"Q9H6S3",-3.99043228345184,23.8287436168475,-4.82125670492127,0.00336631497535593,0.0106784936580888,-1.97294978574467,"Q9H6S3","Q9H6S3"
"Q9H4A4",-1.55993534467474,23.730392030071,-4.81485930788662,0.00338748004652669,0.0107064150375624,-1.97995710986055,"Q9H4A4","Q9H4A4"
"Q9Y376",-1.57281282676136,22.7945550028974,-4.79506806964377,0.00345392421324451,0.0108767213406173,-2.00167279443223,"Q9Y376","Q9Y376"
"Q9UBC9",-1.23280341596916,22.345492178694,-4.70921779971112,0.00375988098916236,0.0117973077413573,-2.09653069774137,"Q9UBC9","Q9UBC9"
"O14786",2.60702206188256,22.8341852021636,4.69367958068155,0.00381849727355386,0.0119318690695763,-2.11381432810302,"O14786","O14786"
"Q99497",0.748221643242719,24.365634368004,4.69057773385375,0.00383032286529125,0.0119318690695763,-2.11726884546815,"Q99497","Q99497"
"O14907",-0.914968319307427,23.873182722255,-4.66945662905188,0.00391196327701865,0.0121154556552722,-2.14082891810751,"O14907","O14907"
"P13489",0.763104730746164,24.2903093728177,4.66810945795203,0.00391723739431433,0.0121154556552722,-2.14233387847577,"P13489","P13489"
"Q15005",1.14776030206309,21.2409705300298,4.62986240153171,0.00407040349766682,0.0125443751920977,-2.1851721664321,"Q15005","Q15005"
"Q9NQE9",0.976235478952322,20.9435760086535,4.57949229366575,0.00428262380265394,0.0131516035925472,-2.24191831463446,"Q9NQE9","Q9NQE9"
"Q14126",-0.683747267674864,23.3274454740843,-4.56591659509419,0.00434195458514169,0.0132866878824477,-2.25727676147691,"Q14126","Q14126"
"P07355;A6NMY6",-0.754483045226696,30.3881793430778,-4.53766820000647,0.00446842976127551,0.0136255639903683,-2.28932242607489,"P07355;A6NMY6","P07355"
"P35268",-0.65164528536361,23.9245268855057,-4.51682706865548,0.00456442623799264,0.0138694495512338,-2.31304119611013,"P35268","P35268"
"Q9BVC6",1.29881089979148,21.6740593694734,4.46894146725169,0.00479399793015916,0.0144780704788476,-2.36778395434286,"Q9BVC6","Q9BVC6"
"Q13561",1.65361997684748,22.4376596466324,4.46809757627716,0.00479815961596913,0.0144780704788476,-2.36875176036788,"Q13561","Q13561"
"Q9NV96;Q3MIR4",-0.777102531391705,22.2071385916912,-4.45296445571867,0.00487348980241959,0.0146543130864422,-2.38612507677629,"Q9NV96;Q3MIR4","Q9NV96"
"P84095",0.746330720150024,23.7468268450722,4.40421317128637,0.00512544624910724,0.0153586036391933,-2.44232639319183,"P84095","P84095"
"P62424",-0.734594286960853,24.1504551780609,-4.39389037530244,0.00518067287749055,0.0154705610755408,-2.45427242953418,"P62424","P62424"
"P63218;A0A804HLA8",0.74245516420519,24.676129637912,4.36751979678889,0.00532484400204856,0.0158464429751686,-2.48486242964672,"P63218;A0A804HLA8","P63218"
"Q15102",0.812019762077067,22.9491207507003,4.3324716412913,0.00552354757553674,0.0163814801384069,-2.52568038761602,"Q15102","Q15102"
"Q9BV40",0.700804830837768,21.3649335177235,4.31994887154791,0.0055965712951199,0.0165414018483749,-2.54030958313805,"Q9BV40","Q9BV40"
"P18085",0.87462610932856,24.537795838084,4.30236261843635,0.00570097480225068,0.0167926672746568,-2.56089389457117,"P18085","P18085"
"P52565",0.854389730062699,25.9955255700972,4.2821617595251,0.00582363146272607,0.0170958130397314,-2.58459612352201,"P52565","P52565"
"Q9NY33",-0.698316285389705,23.5508753268072,-4.27862297196771,0.00584542452954483,0.0171018163600872,-2.58875462158474,"Q9NY33","Q9NY33"
"O95865",1.20048405089011,22.8738473645437,4.26092050252808,0.00595583749128908,0.0172968063608259,-2.60958552972869,"O95865","O95865"
"P35241",-0.870740049118464,24.2094473718487,-4.25917490209778,0.0059668522952768,0.0172968063608259,-2.61164218236617,"P35241","P35241"
"P54709",-0.858036736851336,25.3326635000748,-4.25836161531596,0.00597199203451149,0.0172968063608259,-2.61260054763471,"P54709","P54709"
"P58335",1.42649075829725,21.7682516564257,4.18216120637677,0.006476537743625,0.0186956056199308,-2.70283759049757,"P58335","P58335"
"P04080",-1.48481685355803,24.442168507137,-4.17133966832241,0.00655202424585847,0.0188506744083503,-2.71572375408854,"P04080","P04080"
"Q96AC1",2.8448703339272,23.0294691154159,4.15865345816252,0.00664178648107109,0.0190456526245284,-2.73085291400718,"Q96AC1","Q96AC1"
"P20340;Q9NRW1;Q14964",1.2111131306857,24.9464066782495,4.13437437547814,0.00681747467406797,0.0194849276163131,-2.75987527329735,"P20340;Q9NRW1;Q14964","P20340"
"O00194",-1.09597558710448,22.457547904045,-4.13119652704981,0.00684085616611931,0.0194874389469057,-2.76368056460557,"O00194","O00194"
"P12081",-1.61823772296333,21.603527224648,-4.12733070871275,0.00686942163462166,0.0195046529035487,-2.76831172117611,"P12081","P12081"
"O43491",2.27625678583768,22.1756783189554,4.11438502396619,0.00696606537529006,0.0197144203104614,-2.78383680793048,"O43491","O43491"
"Q9H444;Q96CF2",-2.24908916623597,23.8744478786322,-4.09027751748309,0.00715015298967619,0.0201694869350475,-2.81281528369167,"Q9H444;Q96CF2","Q9H444"
"P80297",-1.00612825423581,23.2662769878097,-4.0837322231084,0.00720107653241413,0.0202414457959091,-2.82069824846138,"P80297","P80297"
"P19623",0.939817165271339,23.1790259928362,4.08100574016103,0.00722240964311307,0.0202414457959091,-2.82398385881782,"P19623","P19623"
"P78417",1.92009213804957,23.8772249705474,4.05627261283533,0.00741922142550465,0.0207259540467323,-2.85384045023903,"P78417","P78417"
"P61586",0.893185020661484,27.3481274955023,4.04148269283451,0.0075397966469595,0.0209950607597007,-2.87173830450143,"P61586","P61586"
"Q8WWI5",0.690826075298983,20.9401417517944,4.0123301440898,0.00778398591436288,0.0216055506469175,-2.90711375260511,"Q8WWI5","Q8WWI5"
"P22626",1.35256112065328,20.8356845528731,3.99617500849475,0.00792313444167262,0.0219215157395798,-2.9267726491823,"P22626","P22626"
"P61158;Q9P1U1;Q9C0K3",-1.40703548366742,24.6686387110328,-3.98324397485607,0.00803653269622983,0.0221644500475638,-2.94253658350852,"P61158;Q9P1U1;Q9C0K3","P61158"
"O75083",0.616025388422681,24.415928085487,3.94591556667624,0.00837426568011373,0.0230020285408732,-2.98818428924424,"O75083","O75083"
"O14672",-0.670291995904559,24.4576904477553,-3.94385703784371,0.00839334990636945,0.0230020285408732,-2.99070770668803,"O14672","O14672"
"Q9NZM1",0.617472138676153,24.9962124318196,3.87684643213021,0.00904212292274697,0.0247018247668734,-3.073199676241,"Q9NZM1","Q9NZM1"
"P60903",-0.773285717863221,28.6799236660256,-3.85624620675004,0.00925275079990487,0.025197742744395,-3.09869455801131,"P60903","P60903"
"P04899",0.587799680508081,26.165689826792,3.84662069607725,0.00935305135903874,0.0253910422474218,-3.11062888332049,"P04899","P04899"
"O75367",1.24823576170234,22.1555038970133,3.82272761986882,0.00960734050546833,0.0259998652429237,-3.14031288805561,"O75367","O75367"
"Q14116",-0.625343496023184,21.5673775836736,-3.81536070673908,0.00968730273804463,0.0261345924334787,-3.14948249218312,"Q14116","Q14116"
"P23396",-0.899223633519544,23.9883226273723,-3.79955748880982,0.00986136536771236,0.026521560274655,-3.16918005114258,"P23396","P23396"
"P62820;P59190",0.612286623549803,26.7562128051023,3.78965386566261,0.00997223417668308,0.0267367021579181,-3.18154313872158,"P62820;P59190","P62820"
"Q9H0U4;Q92928",1.0213733770832,24.0445309979172,3.78119377234739,0.0100680504508832,0.026910282995262,-3.19211575536903,"Q9H0U4;Q92928","Q9H0U4"
"P00491",-0.917962564358731,21.351653564178,-3.74081730946085,0.0105397840276501,0.0280844706705999,-3.24272058513553,"P00491","P00491"
"P49189",-1.92583323238733,22.6903911952414,-3.73683323090013,0.010587657940907,0.0281254962479308,-3.24772700301704,"P49189","P49189"
"P52292",1.49840356038263,21.9858054914274,3.7276327102888,0.0106991473379436,0.0283347449377956,-3.25929738530652,"P52292","P52292"
"Q99829",2.94070180301005,23.6605255127128,3.71098591216017,0.0109042245240631,0.0287898123104837,-3.28026375432665,"Q99829","Q99829"
"P17096",1.59795199744714,21.8596314733399,3.69704951888976,0.0110792973806578,0.0291631353545582,-3.29784775582885,"P17096","P17096"
"P18206",0.556477080137054,26.4945830546471,3.68346919915881,0.0112529271557061,0.0295304088389137,-3.31500990448074,"P18206","P18206"
"P40926",0.574365256370257,24.0333525282809,3.67980375776471,0.0113003112974266,0.0295651649050495,-3.31964674138916,"P40926","P40926"
"P04083",-0.566886933380275,28.5341023238931,-3.66672520262349,0.0114712082958108,0.0299218866993138,-3.33620731724178,"P04083","P04083"
"Q9H223",-0.663102477166618,24.2903525291976,-3.65748149405946,0.0115937379210762,0.0301464066020524,-3.34792712623129,"Q9H223","Q9H223"
"P07942",1.32433645087325,24.6536217751674,3.65499811081103,0.0116269050867038,0.0301464066020524,-3.35107785338006,"P07942","P07942"
"P07737;CON__P02584",1.07587436041013,28.0716265072753,3.62207715651234,0.0120767513435392,0.0312193034731491,-3.3929301885429,"P07737;CON__P02584","P07737"
"P03973",-2.73036815597709,23.9726134734752,-3.61693927539649,0.0121486956346865,0.0313118167251146,-3.39947614530982,"P03973","P03973"
"Q08722",0.976813900687574,25.7049994375602,3.58063806031702,0.0126708540089154,0.0325607108953137,-3.44583452585211,"Q08722","Q08722"
"Q9UNF1",1.19081200442807,21.2526734025506,3.52876672825502,0.0134609483494262,0.0344111405020624,-3.51240442359029,"Q9UNF1","Q9UNF1"
"Q16851",-1.31003028601907,24.2047021302593,-3.52804545233667,0.0134723148540761,0.0344111405020624,-3.51333278373914,"Q16851","Q16851"
"P19256",2.13343408225731,23.4941224811205,3.52564960409495,0.0135101475412254,0.0344111405020624,-3.51641702861827,"P19256","P19256"
"P35754",-0.701026366338301,23.370970410499,-3.51246824868235,0.0137204209581239,0.0348351483611806,-3.53340029189773,"P35754","P35754"
"O15231",0.844873576560921,21.128842475631,3.51019399849146,0.0137570678285494,0.0348351483611806,-3.53633298784781,"O15231","O15231"
"P29401",-0.575017543619779,25.1208084046933,-3.48575658110853,0.0141577978551748,0.0357453438559225,-3.56789150604895,"P29401","P29401"
"P62258",0.537687945687146,28.1193176059346,3.46211996062795,0.0145577849501881,0.0366483772292526,-3.59849544088267,"P62258","P62258"
"P60660;P14649",-0.833418045341134,25.5634918623346,-3.43906780558847,0.0149600156220175,0.0375518073294701,-3.62841745873388,"P60660;P14649","P60660"
"P07195",0.753459851466705,26.0428576158649,3.4225250884161,0.0152562730336981,0.0381847758589092,-3.64993537307814,"P07195","P07195"
"P30153;P30154",0.691686750544797,25.9700711262262,3.41277285273618,0.0154339709369661,0.0383105738920348,-3.66263819288668,"P30153;P30154","P30153"
"Q9NZZ3",-2.1876415184001,23.1651266240147,-3.41263068314106,0.0154365783782066,0.0383105738920348,-3.66282347288348,"Q9NZZ3","Q9NZZ3"
"Q9H2G2",-1.37048371171912,22.3487121690779,-3.41248505509729,0.015439249755566,0.0383105738920348,-3.6630132629088,"Q9H2G2","Q9H2G2"
"P37802;Q9UI15",0.8185539122363,26.6382339649162,3.39274379201411,0.0158061741694409,0.0391089909449595,-3.68876789211978,"P37802;Q9UI15","P37802"
"P16949",1.44362665350737,21.3424675472542,3.38336243678995,0.0159839250622622,0.0394361228031882,-3.70102547077891,"P16949","P16949"
"P35221;Q9UI47",-0.540564234719497,26.5539069578567,-3.35461370345257,0.0165425845845425,0.0406985177562892,-3.73866226470269,"P35221;Q9UI47","P35221"
"Q92597",1.21347903456667,25.2626049909176,3.33227168627813,0.0169916952982184,0.0416321437473985,-3.76798807411343,"Q92597","Q92597"
"P50395",0.596357761409852,26.1643685027465,3.33097264583063,0.0170182204233015,0.0416321437473985,-3.76969521822418,"P50395","P50395"
"P15153",3.28797313894588,24.4588437607053,3.32756606950899,0.0170879973429583,0.0416850864760617,-3.77417305899974,"P15153","P15153"
"P13797;P13796",-0.508296846539896,25.583270469716,-3.31357447754844,0.0173779271305411,0.0422732721771027,-3.79258066413892,"P13797;P13796","P13797"
"Q14974",0.587541786702875,25.15981423589,3.2996057975235,0.0176728215518343,0.0428702057812003,-3.81098381285538,"Q14974","Q14974"
"P21926",-1.67772995643685,27.8496017772057,-3.28328954150086,0.018024304304952,0.0436006914192415,-3.83251207563138,"P21926","P21926"
"P53990",-2.61159039044308,23.0595488747947,-3.26314085630827,0.0184690493569769,0.0445520800644625,-3.85914460409743,"P53990","P53990"
"Q71DI3",4.12122264467052,24.5976985914277,3.25797545193367,0.0185850093379463,0.0447072724629485,-3.86598065212086,"Q71DI3","Q71DI3"
"P31943",0.643049490509437,21.2696047205245,3.21637810846692,0.0195486908781548,0.0468951975082607,-3.92115559674869,"P31943","P31943"
"P22234",2.2584853762901,23.3011462505241,3.19973239719723,0.0199496547749608,0.0477248647378897,-3.94329556074665,"P22234","P22234"
"Q9Y281",3.04074405117695,23.2386611995802,3.18773913733731,0.0202441673147527,0.0482960024643962,-3.95926876515538,"Q9Y281","Q9Y281"
"P60709;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39",0.553264694573404,30.9136314135528,3.17070499118763,0.0206707317564346,0.0491781695084405,-3.98198609123744,"P60709;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39","P60709"
"P04732",-0.638472029842692,21.1557485405199,-3.15907360731318,0.0209676846594806,0.0497436684950498,-3.9975184522937,"P04732","P04732"
"P62873;P16520",0.722785871677132,27.5293466246639,3.15691514950633,0.0210233056226192,0.0497436684950498,-4.00040262627584,"P62873;P16520","P62873"
"O75369",0.451949538786216,26.0014705741764,3.128962538073,0.021758465677038,0.0513428645131196,-4.0378040225093,"O75369","O75369"
"P10599",-0.953793180225215,26.8263555338535,-3.11020811617148,0.0222675368159806,0.0524013230506501,-4.06295002188935,"P10599","P10599"
"P08195",0.93509130473387,25.6554112839397,3.10772522651051,0.0223359078282004,0.0524197728434189,-4.06628218669872,"P08195","P08195"
"Q02543",-1.64543297012782,21.7219820493048,-3.10501338682985,0.0224108469746838,0.0524534958920977,-4.06992243675741,"Q02543","Q02543"
"Q99471",2.43756195222339,23.3750050802664,3.07181978939591,0.0233508356910426,0.0544796751056674,-4.11454894298376,"Q99471","Q99471"
"P00558;P07205",0.518291065948567,27.9684596475358,3.068346108707,0.0234516785241571,0.0544796751056674,-4.11922636027147,"P00558;P07205","P00558"
"Q9Y2A7",-1.77128102123017,23.0084874872479,-3.06775340492548,0.0234689326890052,0.0544796751056674,-4.12002459068921,"Q9Y2A7","Q9Y2A7"
"P26639",1.80949930069331,23.3692355980144,3.06572202489022,0.0235281737754268,0.0544796751056674,-4.12276067609859,"P26639","P26639"
"Q14764",0.485351219089182,26.4194737847136,3.06255216022994,0.0236209443080328,0.0545486340553503,-4.12703112923099,"Q14764","Q14764"
"P35613",0.453520325806487,26.3235400586853,3.05262555426169,0.0239140643204082,0.0549877346132674,-4.14041160546573,"P35613","P35613"
"P51148",0.694619482319652,24.9541868118122,3.05181822499712,0.0239380784632816,0.0549877346132674,-4.14150032329534,"P51148","P51148"
"Q99436",-0.544476143981832,21.2804590749498,-3.0395916459755,0.0243050091085717,0.0556829044656695,-4.1579972619194,"Q99436","Q99436"
