"","logFC","AveExpr","t","P.Value","adj.P.Val","B","X","UNIPROT"
"O14818;Q8TAA3",-0.0630765311193677,23.9084679194427,-0.422616349320605,0.68803562372473,0.770813518946464,-7.26230209252977,"O14818;Q8TAA3","O14818"
"Q9Y678;Q9UBF2",0.268478331601628,22.8102489662617,0.419518709243549,0.690171019738028,0.772206851541515,-7.26378278447196,"Q9Y678;Q9UBF2","Q9Y678"
"P20339",0.207598939955059,21.3339074592976,0.408294895658266,0.697934684255139,0.779885724599936,-7.26906196261474,"P20339","P20339"
"Q6NZI2",0.0847200284956173,21.1586418742409,0.396640912314377,0.706038995054326,0.787924960975575,-7.27440049846486,"Q6NZI2","Q6NZI2"
"P49441",0.195234931695722,21.1542262823576,0.391490601329514,0.709634324020692,0.79091804968072,-7.27671319280161,"P49441","P49441"
"O43657",-0.0735889406893477,21.4871107356115,-0.388461069962727,0.711753064671529,0.792259838053399,-7.27806019459289,"O43657","O43657"
"P06396;CON__Q3SX14",-0.0830588041014124,25.228057026501,-0.386603423181407,0.713053647242723,0.792688650208213,-7.27888124071589,"P06396;CON__Q3SX14","P06396"
"P21796",0.150578990811454,21.2014089809498,0.384499247335286,0.714528123059758,0.793309428935578,-7.27980673733674,"P21796","P21796"
"P84243;Q16695;Q5TEC6;Q6NXT2",0.642805543313333,22.3477775269232,0.375465250031261,0.720874050453927,0.798321144016878,-7.28372569085694,"P84243;Q16695;Q5TEC6;Q6NXT2","P84243"
"O15162",-0.120803074249192,20.8134106383331,-0.375448504091475,0.720885836745033,0.798321144016878,-7.28373287297903,"O15162","O15162"
"Q16881",0.101061926265817,20.9561928075773,0.371761464313219,0.723482949214804,0.800173989808455,-7.28530677211622,"Q16881","Q16881"
"O75821",-0.128431802942419,20.8370945651849,-0.37014295278615,0.724624304941597,0.80041409193804,-7.28599299899956,"O75821","O75821"
"P07237",0.522028013008402,23.6984998993503,0.357705548037469,0.733421010045416,0.809098846750739,-7.29117094521406,"P07237","P07237"
"Q06210;O94808",0.108418144421311,20.8304780965163,0.353573850715167,0.736353311673245,0.811300213624721,-7.29285363260021,"Q06210;O94808","Q06210"
"P11586",-0.123639310190391,21.0161899300317,-0.351259716372986,0.73799783018376,0.812078933848965,-7.29378792046429,"P11586","P11586"
"P52306",-0.19087957265295,22.2811999605009,-0.349740866813674,0.739078023582333,0.812235492921701,-7.29439793406734,"P52306","P52306"
"P25685",-0.141960039809018,21.1228981943333,-0.345925471585314,0.741794409471581,0.813498716108078,-7.29591913307633,"P25685","P25685"
"P11766",0.215145391377593,21.5288058331633,0.344223934513336,0.74300715947627,0.813498716108078,-7.29659237834744,"P11766","P11766"
"O75436",-0.0503330250257754,23.0916415683898,-0.344170028051581,0.74304559404329,0.813498716108078,-7.2966136554261,"O75436","O75436"
"Q14192",0.17440272318019,21.3536901453247,0.342655927403907,0.744125462006574,0.813652335981936,-7.29720997062889,"Q14192","Q14192"
"P61081",-0.127768108754985,21.327304032913,-0.337277697152656,0.747966457583459,0.816820872972604,-7.29930773265755,"P61081","P61081"
"Q14254",-0.333518383730571,22.6565046887742,-0.328233688301102,0.754443524900066,0.822856539752465,-7.30276337917433,"Q14254","Q14254"
"Q687X5",-0.107401459758275,21.2238556317197,-0.323918053433882,0.757542123920393,0.82519682932712,-7.30438048102536,"Q687X5","Q687X5"
"Q86VP6",-0.0785731936578635,24.3427707485082,-0.319890492970238,0.760438401470393,0.827311125217789,-7.30587102812992,"Q86VP6","Q86VP6"
"P68036;A0A1B0GUS4",-0.128895461906627,21.0354790724074,-0.3144598044023,0.764350506521289,0.829967647094456,-7.30785236168467,"P68036;A0A1B0GUS4","P68036"
"O43583",0.161057852108584,21.2343488454166,0.313840708453358,0.764796977345699,0.829967647094456,-7.30807615282373,"O43583","O43583"
"P62140;P36873;P62136",-0.0736312662298744,25.7212900007467,-0.305641552034916,0.770719317435303,0.83534784593113,-7.3109997734131,"P62140;P36873;P62136","P62140"
"O75955",0.167046986799331,22.3022211390325,0.296337596836093,0.77746045991686,0.841600947860001,-7.31422658443472,"O75955","O75955"
"Q14344",0.208470372267975,21.2312452056208,0.29183321146912,0.780731870946543,0.844087141372917,-7.31575405853931,"Q14344","Q14344"
"P30626",-0.299031485191886,22.3872381529612,-0.285669541704193,0.785216436412523,0.847269710797801,-7.31780740402803,"P30626","P30626"
"Q14914",-0.191818271248703,22.210765484175,-0.285098602268857,0.785632306894497,0.847269710797801,-7.31799545028825,"Q14914","Q14914"
"P11274",-0.100306565319531,20.4802409989319,-0.280793191248565,0.788770871224025,0.849596485671649,-7.31940171481508,"P11274","P11274"
"P60842",-0.0894062278668919,24.1391401793771,-0.278414023781692,0.790507131937803,0.850408914606381,-7.32016988728165,"P60842","P60842"
"Q9UBV8",-0.207888113744108,21.3549369949018,-0.267605348520433,0.798411696962493,0.857846810880297,-7.3235795717484,"Q9UBV8","Q9UBV8"
"P63027",-0.135706204682197,21.3571901529011,-0.26554203303839,0.799923684937371,0.858406333526349,-7.32421550378435,"P63027","P63027"
"Q09666",0.0388797871244613,25.7248151320849,0.245520520548064,0.814644302055724,0.873121244530021,-7.33013652621014,"Q09666","Q09666"
"O00764",0.255815863739823,21.9098044296918,0.240352822664824,0.818457753685862,0.876124121992529,-7.33159107225656,"O00764","O00764"
"O95816",-0.0579210316400527,21.0325115215557,-0.234078458939218,0.823095260870812,0.880000612239659,-7.33331634541453,"O95816","O95816"
"P11234",0.139743990161406,21.2382887097889,0.227743967707055,0.827785258640604,0.882840497445788,-7.33501273257238,"P11234","P11234"
"P51665",-0.108364228235629,21.1930155404061,-0.22773703333464,0.827790397143164,0.882840497445788,-7.33501456457676,"P51665","P51665"
"P60953;P17081;Q9H4E5",-0.038989831096341,26.9342503854051,-0.221500739078569,0.832415404474536,0.88668110734926,-7.33663995673504,"P60953;P17081;Q9H4E5","P60953"
"P62241",-0.252673748919321,23.0944650494502,-0.210430907950832,0.840643321610942,0.89426592652773,-7.33941582347012,"P62241","P62241"
"P38919",0.0532798965868508,21.0522947427282,0.209144020166528,0.841601304988568,0.89426592652773,-7.33972943677867,"P38919","P38919"
"Q13765;E9PAV3",0.353098941025316,23.5039457912209,0.206611598505079,0.843487363780989,0.895171638522471,-7.34034105275268,"Q13765;E9PAV3","Q13765"
"P60983",-0.140216868788258,21.2086343509267,-0.192192657702674,0.854247633644437,0.905481579848327,-7.34368343336485,"P60983","P60983"
"P50452",-0.167447634223731,21.6445308332358,-0.187070981062198,0.858078254713159,0.907245900824613,-7.34481325027214,"P50452","P50452"
"P36578",-0.0495268422976203,24.2615813881013,-0.186095005953349,0.858808699177157,0.907245900824613,-7.34502512691511,"P36578","P36578"
"P25788",0.0357050500593701,24.0286657769228,0.185765947241724,0.859055010018686,0.907245900824613,-7.34509631621766,"P25788","P25788"
"P19883",0.0613186999914177,20.9508434142717,0.184353747262425,0.860112285676807,0.907256077218167,-7.34540042128753,"P19883","P19883"
"P04075",-0.0264975606494779,27.92260504493,-0.174373704235087,0.867593105063505,0.913943393471097,-7.34748413548787,"P04075","P04075"
"P60900",0.0908703342634745,21.3070423336136,0.172215822080316,0.869212637433736,0.913943393471097,-7.34791959595306,"P60900","P60900"
"O60610",-0.0515909629482678,21.772334349065,-0.171555358901744,0.869708468913333,0.913943393471097,-7.34805180485738,"O60610","O60610"
"P18669;Q8N0Y7;P15259",-0.0285836440683234,26.3483532448195,-0.170270082805227,0.87067355613586,0.913943393471097,-7.3483076450504,"P18669;Q8N0Y7;P15259","P18669"
"P27482",0.0754548204459837,21.038810904462,0.166414099213161,0.873570409356043,0.915874061140839,-7.34906376710512,"P27482","P27482"
"P16152",-0.0276628884199539,23.9317091585059,-0.158373847282762,0.879617682893959,0.921099048834545,-7.35058519803855,"P16152","P16152"
"P42892",0.0628296165971705,21.5395599878741,0.153358031987266,0.883394797505563,0.923809324943195,-7.35149650405068,"P42892","P42892"
"P48739",-0.0390565704400174,20.7714044962049,-0.152104344114298,0.884339411521834,0.923809324943195,-7.35171973925893,"P48739","P48739"
"P28838",-0.0905149514170915,21.2692621950566,-0.149029744534281,0.886656913967531,0.924070902518816,-7.35225951558245,"P28838","P28838"
"P32455;Q9H0R5",-0.0785133924000903,20.91819684871,-0.148120683887987,0.887342364531661,0.924070902518816,-7.35241701540907,"P32455;Q9H0R5","P32455"
"Q9P2E9",-0.106195414320439,22.0490640760731,-0.147525793752417,0.887790982558493,0.924070902518816,-7.3525195657984,"Q9P2E9","Q9P2E9"
"Q9Y5X3",-0.0763860605452109,20.9911311703496,-0.143107713905239,0.891124171471395,0.92642680971696,-7.35326836030837,"Q9Y5X3","Q9Y5X3"
"P39019",0.0681064328860472,21.0612047404141,0.134064822919138,0.897954133805079,0.932101203669585,-7.35473048770633,"P39019","P39019"
"Q6P9B6",0.0803958449311715,23.5244116846396,0.133031795081189,0.89873499430035,0.932101203669585,-7.35489148333703,"Q6P9B6","Q6P9B6"
"P30041",0.0238782847297543,25.6992681815726,0.131167045555984,0.900144866691159,0.932446715974334,-7.35517896778981,"P30041","P30041"
"P61026",-0.154267341493231,22.9470014869441,-0.121548782027064,0.907423196480687,0.936790692091526,-7.35659770982097,"P61026","P61026"
"O95394",0.112982786562124,19.984517435118,0.121486813976268,0.907470122116462,0.936790692091526,-7.35660650217624,"O95394","O95394"
"P23284",0.130027032390061,23.3884386895444,0.121114399031527,0.907752144027951,0.936790692091526,-7.35665924842651,"P23284","P23284"
"P46779",0.108881266938312,21.6651663120623,0.1199086470088,0.908665336439818,0.936790692091526,-7.35682891746959,"P46779","P46779"
"P62269",-0.0981614401286599,22.5458457932018,-0.118410312532864,0.90980033560222,0.936845529882904,-7.35703740404282,"P62269","P62269"
"P50148",-0.0197694341994463,24.0972845052791,-0.110555549671786,0.915754170540935,0.941856427183432,-7.358087663741,"P50148","P50148"
"Q9BZG1",-0.0508690534346847,21.317440853283,-0.0990177417233687,0.924510598286478,0.949734493613393,-7.35950024319547,"Q9BZG1","Q9BZG1"
"P62857",-0.152115620897458,23.0900930149149,-0.0937903779497714,0.928481766012413,0.951654721373476,-7.36008921206543,"P62857","P62857"
"Q32MZ4",-0.0253494491434267,21.3977392817364,-0.0936642090242706,0.928577643834396,0.951654721373476,-7.36010303410466,"Q32MZ4","Q32MZ4"
"P62333",0.0256390427656719,21.0277361825636,0.0881413743932618,0.93277581404503,0.95482725172931,-7.36068989086125,"P62333","P62333"
"Q99685",0.0390773709910412,21.0359823041248,0.0850440362459257,0.935131308193206,0.956108279687504,-7.36100345150852,"Q99685","Q99685"
"Q92485",-0.0313153809887226,20.9698376192157,-0.0713726950612364,0.945536569829354,0.96407819779517,-7.36225376245242,"Q92485","Q92485"
"Q96A65",0.0271631893684443,20.6490278570528,0.0704212838098672,0.946261159307825,0.96407819779517,-7.36233265510199,"Q96A65","Q96A65"
"Q06830",-0.0104784944398375,27.1140550622561,-0.0704147580658522,0.946266129475629,0.96407819779517,-7.36233319257851,"Q06830","Q06830"
"O43707;Q9H254",-0.00882044277588534,26.758374679132,-0.0631256698116496,0.951819296205424,0.968596369581547,-7.36290248948091,"O43707;Q9H254","O43707"
"P53611",-0.0278098551566224,21.4030749539664,-0.0579736754333827,0.955746156244973,0.971296369461631,-7.36326743749618,"P53611","P53611"
"Q9UL25",0.0243317774289267,21.2502723282744,0.0567019192193122,0.956715708026295,0.971296369461631,-7.36335275106119,"Q9UL25","Q9UL25"
"O75935",-0.0108522442696461,21.0728405678089,-0.0495044500250664,0.962204353522828,0.97540075271597,-7.36379995781868,"O75935","O75935"
"Q15642",0.0284035225665065,21.2096748740603,0.048414708189165,0.963035577266392,0.97540075271597,-7.36386238914218,"Q15642","Q15642"
"Q9Y266",-0.0166273068367495,21.4354750230322,-0.0469702278218321,0.964137464578372,0.97540075271597,-7.36394300342964,"Q9Y266","Q9Y266"
"P28072",0.0249946188405339,22.7211922754957,0.0390887738055088,0.970151119904998,0.980339404711468,-7.36433987903055,"P28072","P28072"
"Q02790",-0.0182681055351601,21.1981473549193,-0.0329061698343717,0.974870075641775,0.983959773316757,-7.36460035525182,"Q02790","Q02790"
"Q9H4G0",0.0101865630862363,21.5429282736365,0.0268954884148189,0.97945889265347,0.987440513431787,-7.36481071484786,"Q9H4G0","Q9H4G0"
"Q13637",-0.00616164755385995,20.9956608790218,-0.0184348110278094,0.985919576154204,0.99211772031949,-7.36503517926095,"Q13637","Q13637"
"Q99832",0.0030254019648801,24.5646498767612,0.0178194089409036,0.986389557961987,0.99211772031949,-7.36504823756594,"Q99832","Q99832"
"P84085",-0.00633256138353033,21.273056501504,-0.0124795527660875,0.990467831300177,0.992709140420354,-7.36514293399827,"P84085","P84085"
"Q8IWE4",0.00368035169325864,21.7252011407422,0.0124641155406494,0.990479621889079,0.992709140420354,-7.36514315937656,"Q8IWE4","Q8IWE4"
"P61604",-0.00379796886010197,21.3092097669938,-0.0115775502404079,0.991156763936382,0.992709140420354,-7.36515563489553,"P61604","P61604"
"P54725",-0.00389867251994147,21.325724501049,-0.0110459097148964,0.991562825015712,0.992709140420354,-7.36516267471811,"P54725","P54725"
"P04004",-0.00240539291004893,21.0121975196259,-0.00242729753745789,0.998145920037407,0.998145920037407,-7.36523064167648,"P04004","P04004"
