"UNIPROT","SYMBOL","logFC","adj.P.Val","pathway_id","pathway_name","is_AGRN","direction","significant"
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"Q71U36","TUBA1A",2.03928735792322,0.00863742369297787,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P52292","KPNA2",1.49840356038263,0.0283347449377956,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P68363","TUBA1B",1.19069343476805,0.00264938841860455,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",TRUE
"P61088","UBE2N",1.00647390740892,0.181752591730059,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P26599","PTBP1",-0.766290933983903,0.0946828648384656,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"P11940","PABPC1",0.517935421774801,0.174880670574225,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P62826","RAN",0.501775249638168,0.181866091758819,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"Q15185","PTGES3",0.498961498046647,0.470752272774601,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"Q15366","PCBP2",0.491318411631759,0.687436296610755,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"O00571","DDX3X",0.415603403972018,0.548724292840006,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P62993","GRB2",0.34384955984094,0.349628977781601,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P26368","U2AF2",-0.326217418369012,0.618335529585652,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"down",FALSE
"Q14240","EIF4A2",0.288161805463993,0.645345560609303,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"Q14204","DYNC1H1",0.184863940489038,0.488756911015193,"R-HSA-9824446","Homo sapiens: Viral Infection Pathways",FALSE,"up",FALSE
"P31431","SDC4",3.50413506464376,0.0042667087774112,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"up",TRUE
"O00468","AGRN",2.97574090601907,0.000154600782520307,"R-HSA-2187338","Homo sapiens: Visual phototransduction",TRUE,"up",TRUE
"P98160","HSPG2",2.11658801495104,0.000293919518724457,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"up",TRUE
"P18827","SDC1",-2.09656178108388,0.35738145382966,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"down",FALSE
"P62873","GNB1",0.722785871677132,0.0497436684950498,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"up",TRUE
"P0DP25","CALM1",-0.34421792054308,0.235988097217771,"R-HSA-2187338","Homo sapiens: Visual phototransduction",FALSE,"down",FALSE
